congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
78,President,99899,99,0,USA,100,,,"ROOSEVELT, Franklin Delano",,1882,1945,-0.368,0.245,,,,,,,
78,Senate,404,41,0,AL,100,0,1,"BANKHEAD, John Hollis II",B000111,1872,1946,-0.284,0.313,-98.87096,0.561,171,55,,-0.069,0.841
78,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,-75.90993,0.688,203,40,,-0.267,0.853
78,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-56.33305,0.735,183,17,,-0.335,0.539
78,Senate,6242,61,0,AZ,100,0,1,"McFARLAND, Ernest William",M000438,1894,1984,-0.252,0.708,-65.59554,0.722,201,18,,-0.338,0.488
78,Senate,1497,42,0,AR,100,0,1,"CARAWAY, Hattie Wyatt",C000138,1878,1950,-0.179,0.691,-63.47543,0.713,188,27,,-0.161,0.987
78,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977,0.017,0.962,-75.58607,0.688,202,28,,0.074,0.997
78,Senate,2702,71,0,CA,100,0,1,"DOWNEY, Sheridan",D000469,1884,1961,-0.263,0.315,-57.61149,0.668,143,21,,-0.516,0.111
78,Senate,4962,71,0,CA,200,0,1,"JOHNSON, Hiram Warren",J000140,1866,1945,0.294,0.714,-31.7399,0.666,78,13,,0.435,0.9
78,Senate,4949,62,0,CO,100,0,1,"JOHNSON, Edwin Carl",J000127,1884,1970,0.01,0.537,-113.27563,0.566,199,62,,-0.0,0.487
78,Senate,6525,62,0,CO,200,0,2,"MILLIKIN, Eugene Donald",M000771,1891,1958,0.271,-0.079,-79.63002,0.662,193,32,,0.314,0.501
78,Senate,2317,1,0,CT,200,0,1,"DANAHER, John Anthony",D000025,1899,1990,0.227,-0.21,-102.70403,0.597,199,53,,0.13,-0.904
78,Senate,5945,1,0,CT,100,0,1,"MALONEY, Francis Thomas",M000088,1894,1945,-0.156,-0.116,-93.4183,0.615,192,44,,-0.159,-0.392
78,Senate,1194,11,0,DE,200,0,1,"BUCK, Clayton Douglass",B001013,1890,1965,0.373,-0.156,-43.58488,0.776,172,13,,0.457,-0.169
78,Senate,9506,11,0,DE,100,0,1,"TUNNELL, James Miller",T000409,1879,1957,-0.414,-0.442,-59.12921,0.752,207,23,,-0.406,-0.602
78,Senate,193,43,0,FL,100,0,1,"ANDREWS, Charles Oscar",A000244,1877,1946,-0.151,0.62,-61.58789,0.681,160,19,,-0.137,0.459
78,Senate,7333,43,0,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357,-46.06383,0.747,158,22,,-0.584,0.047
78,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-86.60244,0.634,190,47,,-0.005,0.699
78,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971,0.005,1.0,-78.05971,0.651,182,35,,-0.063,0.998
78,Senate,1760,63,0,ID,100,0,1,"CLARK, David Worth",C000428,1902,1955,0.01,0.824,-68.2734,0.571,122,43,,-0.064,0.446
78,Senate,9298,63,0,ID,200,0,1,"THOMAS, John",T000172,1874,1945,0.429,0.41,-40.05103,0.742,134,20,,0.384,0.397
78,Senate,1071,21,0,IL,200,0,1,"BROOKS, Charles Wayland",B000874,1897,1957,0.417,-0.029,-29.96093,0.824,155,9,,0.51,-0.173
78,Senate,5823,21,0,IL,100,0,1,"LUCAS, Scott Wike",L000493,1892,1968,-0.313,-0.137,-50.32998,0.754,178,21,,-0.303,-0.289
78,Senate,4863,22,0,IN,100,2,5,"JACKSON, Samuel Dillon",J000026,1895,1951,-0.38,-0.925,-6.66724,0.886,55,1,,-0.397,-0.918
78,Senate,4922,22,0,IN,200,3,2,"JENNER, William Ezra",J000093,1908,1985,0.572,-0.011,,,,,,0.198,-0.621
78,Senate,9626,22,0,IN,100,1,1,"VAN NUYS, Frederick",V000050,1874,1944,-0.115,0.192,-51.72706,0.643,117,22,,-0.119,0.35
78,Senate,10205,22,0,IN,200,0,1,"WILLIS, Raymond Eugene",W000563,1875,1956,0.447,-0.035,-52.62065,0.744,178,21,,0.386,0.013
78,Senate,3603,31,0,IA,100,0,1,"GILLETTE, Guy Mark",G000205,1879,1973,-0.076,0.356,-75.36632,0.623,159,32,,-0.049,0.298
78,Senate,10221,31,0,IA,200,0,1,"WILSON, George Allison",W000581,1884,1953,0.278,0.311,-61.47185,0.658,147,33,,0.38,-0.149
78,Senate,1494,32,0,KS,200,0,1,"CAPPER, Arthur",C000133,1865,1951,0.262,0.55,-87.38494,0.649,202,51,,0.215,0.383
78,Senate,7780,32,0,KS,200,0,1,"REED, Clyde Martin",R000112,1871,1949,0.323,0.033,-65.07591,0.674,165,33,,0.365,0.603
78,Senate,437,51,0,KY,100,0,1,"BARKLEY, Alben William",B000145,1877,1956,-0.375,0.087,-42.79202,0.796,188,16,,-0.409,-0.221
78,Senate,1634,51,0,KY,100,0,1,"CHANDLER, Albert Benjamin (Happy)",C000290,1898,1991,-0.187,0.033,-76.36896,0.638,170,36,,-0.188,0.023
78,Senate,2901,45,0,LA,100,0,1,"ELLENDER, Allen Joseph",E000112,1890,1972,-0.089,0.996,-81.89932,0.644,186,39,,-0.242,0.7
78,Senate,7126,45,0,LA,100,0,1,"OVERTON, John Holmes",O000146,1875,1948,-0.053,0.674,-97.34655,0.584,181,48,,0.071,0.997
