congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
75,President,99899,99,0,USA,100,0,0,"ROOSEVELT, Franklin Delano",,1882,1945,-0.368,0.245,-0.90226,0.966,26,0,,,
75,Senate,404,41,0,AL,100,0,1,"BANKHEAD, John Hollis II",B000111,1872,1946,-0.284,0.313,-62.96961,0.607,126,31,,-0.417,0.047
75,Senate,743,41,0,AL,100,1,1,"BLACK, Hugo Lafayette",B000499,1886,1971,-0.46,0.468,-12.1624,0.822,62,5,,-0.532,0.847
75,Senate,3760,41,0,AL,100,2,5,"GRAVES, Dixie Bibb",G000391,1882,1965,,,,,,,,-0.349,0.937
75,Senate,4418,41,0,AL,100,3,2,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,,,,,,-0.302,0.89
75,Senate,273,61,0,AZ,100,0,1,"ASHURST, Henry Fountain",A000319,1874,1962,-0.231,0.211,-39.74795,0.687,106,16,,-0.349,-0.052
75,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-42.84293,0.723,132,22,,-0.433,0.092
75,Senate,1497,42,0,AR,100,0,1,"CARAWAY, Hattie Wyatt",C000138,1878,1950,-0.179,0.691,-58.04357,0.638,129,26,,-0.138,0.569
75,Senate,6492,42,0,AR,100,2,2,"MILLER, John Elvis",M000738,1888,1981,-0.079,0.737,,,,,,-0.022,0.741
75,Senate,7986,42,0,AR,100,1,1,"ROBINSON, Joseph Taylor",R000347,1872,1937,-0.425,-0.275,-8.56271,0.777,34,5,,-0.601,-0.108
75,Senate,4962,71,0,CA,200,0,1,"JOHNSON, Hiram Warren",J000140,1866,1945,0.294,0.714,-44.92113,0.702,127,19,,0.429,-0.619
75,Senate,6119,71,0,CA,100,1,1,"McADOO, William Gibbs",M000293,1863,1941,-0.179,0.381,-48.61054,0.682,127,20,,-0.335,0.042
75,Senate,8994,71,0,CA,100,2,5,"STORKE, Thomas More",S000973,1876,1971,,,,,,,,,
75,Senate,22,62,0,CO,100,0,1,"ADAMS, Alva Blanchard",A000028,1875,1941,-0.064,0.228,-99.20534,0.54,161,63,,-0.2,-0.012
75,Senate,4949,62,0,CO,100,0,1,"JOHNSON, Edwin Carl",J000127,1884,1970,0.01,0.537,-89.35574,0.584,166,56,,0.025,0.581
75,Senate,5752,1,0,CT,100,0,1,"LONERGAN, Augustine",L000409,1874,1947,-0.244,-0.363,-73.25892,0.633,160,37,,-0.176,-0.048
75,Senate,5945,1,0,CT,100,0,1,"MALONEY, Francis Thomas",M000088,1894,1945,-0.156,-0.116,-67.71029,0.625,144,37,,-0.094,-0.124
75,Senate,4704,11,0,DE,100,0,1,"HUGHES, James Hurd",H000926,1867,1953,-0.611,-0.302,-25.16834,0.808,118,8,,-0.665,-0.234
75,Senate,9439,11,0,DE,200,0,1,"TOWNSEND, John Gillis, Jr.",T000335,1871,1964,0.491,-0.311,-18.04992,0.884,146,11,,0.451,-0.267
75,Senate,193,43,0,FL,100,0,2,"ANDREWS, Charles Oscar",A000244,1877,1946,-0.151,0.62,-63.05547,0.601,124,31,,-0.056,0.694
75,Senate,7333,43,0,FL,100,0,2,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357,-49.35368,0.68,128,24,,-0.147,0.823
75,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-77.33792,0.569,137,43,,-0.109,0.237
75,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971,0.005,1.0,-90.94847,0.477,123,45,,-0.102,0.462
75,Senate,858,63,0,ID,200,0,1,"BORAH, William Edgar",B000634,1865,1940,0.191,0.704,-68.90554,0.607,138,30,,0.355,0.889
75,Senate,7524,63,0,ID,100,0,1,"POPE, James Pinckney",P000430,1884,1966,-0.15,0.753,-52.51082,0.717,158,21,,-0.146,0.721
75,Senate,2589,21,0,IL,100,0,1,"DIETERICH, William Henry",D000339,1876,1940,-0.48,-0.389,-37.78933,0.749,131,16,,-0.446,-0.136
75,Senate,5641,21,0,IL,100,0,1,"LEWIS, James Hamilton",L000284,1863,1939,-0.379,-0.141,-33.01919,0.743,111,11,,-0.428,-0.102
75,Senate,6549,22,0,IN,100,0,1,"MINTON, Sherman",M000800,1890,1965,-0.504,-0.037,-37.81198,0.795,165,12,,-0.633,-0.015
75,Senate,9626,22,0,IN,100,0,1,"VAN NUYS, Frederick",V000050,1874,1944,-0.115,0.192,-64.196,0.636,142,26,,-0.094,0.12
75,Senate,3603,31,0,IA,100,0,2,"GILLETTE, Guy Mark",G000205,1879,1973,-0.076,0.356,-61.04549,0.614,125,25,,-0.092,0.516
75,Senate,4367,31,0,IA,100,0,1,"HERRING, Clyde LaVerne",H000543,1879,1945,-0.303,0.019,-46.62325,0.701,131,19,,-0.339,0.054
75,Senate,1494,32,0,KS,200,0,1,"CAPPER, Arthur",C000133,1865,1951,0.262,0.55,-58.31557,0.696,161,27,,0.335,0.899
75,Senate,6251,32,0,KS,100,0,1,"McGILL, George",M000447,1879,1963,-0.072,0.756,-67.35506,0.665,165,28,,-0.056,0.844
75,Senate,437,51,0,KY,100,0,1,"BARKLEY, Alben William",B000145,1877,1956,-0.375,0.087,-35.24427,0.809,166,7,,-0.516,0.103
75,Senate,5747,51,0,KY,100,0,1,"LOGAN, Marvel Mills",L000404,1874,1939,-0.392,0.082,-44.48507,0.737,146,17,,-0.402,0.125
75,Senate,2901,45,0,LA,100,0,1,"ELLENDER, Allen Joseph",E000112,1890,1972,-0.089,0.996,-56.57229,0.714,168,23,,-0.333,0.942
75,Senate,7126,45,0,LA,100,0,1,"OVERTON, John Holmes",O000146,1875,1948,-0.053,0.674,-71.38918,0.625,152,41,,-0.181,0.708
75,Senate,3919,2,0,ME,200,0,1,"HALE, Frederick",H000031,1874,1963,0.403,-0.41,-27.57031,0.839,157,15,,0.297,-0.275
