congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
76,President,99899,99,0,USA,100,0,0,"ROOSEVELT, Franklin Delano",,1882,1945,-0.368,0.245,-4.92625,0.827,26,2,,,
76,Senate,404,41,0,AL,100,0,1,"BANKHEAD, John Hollis II",B000111,1872,1946,-0.284,0.313,-63.6723,0.736,208,29,,-0.394,0.208
76,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,-59.33011,0.779,238,22,,-0.414,0.462
76,Senate,273,61,0,AZ,100,0,1,"ASHURST, Henry Fountain",A000319,1874,1962,-0.231,0.211,-95.5791,0.554,162,50,,-0.039,0.664
76,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-76.7652,0.721,235,29,,-0.38,0.405
76,Senate,1497,42,0,AR,100,0,1,"CARAWAY, Hattie Wyatt",C000138,1878,1950,-0.179,0.691,-53.6184,0.752,188,16,,-0.389,0.557
76,Senate,6492,42,0,AR,100,0,2,"MILLER, John Elvis",M000738,1888,1981,-0.079,0.737,-127.14483,0.577,231,64,,-0.168,0.385
76,Senate,2702,71,0,CA,100,0,1,"DOWNEY, Sheridan",D000469,1884,1961,-0.263,0.315,-143.83648,0.44,175,72,,0.057,0.998
76,Senate,4962,71,0,CA,200,0,1,"JOHNSON, Hiram Warren",J000140,1866,1945,0.294,0.714,-67.27059,0.734,218,27,,0.407,0.607
76,Senate,22,62,0,CO,100,0,1,"ADAMS, Alva Blanchard",A000028,1875,1941,-0.064,0.228,-151.94386,0.551,255,85,,-0.074,0.174
76,Senate,4949,62,0,CO,100,0,1,"JOHNSON, Edwin Carl",J000127,1884,1970,0.01,0.537,-140.80746,0.569,250,74,,0.064,0.674
76,Senate,2317,1,0,CT,200,0,1,"DANAHER, John Anthony",D000025,1899,1990,0.227,-0.21,-112.21582,0.647,258,49,,0.318,0.235
76,Senate,5945,1,0,CT,100,0,1,"MALONEY, Francis Thomas",M000088,1894,1945,-0.156,-0.116,-133.35995,0.574,240,72,,-0.161,0.172
76,Senate,4704,11,0,DE,100,0,1,"HUGHES, James Hurd",H000926,1867,1953,-0.611,-0.302,-55.81926,0.769,213,21,,-0.614,-0.306
76,Senate,9439,11,0,DE,200,0,1,"TOWNSEND, John Gillis, Jr.",T000335,1871,1964,0.491,-0.311,-47.96215,0.801,216,18,,0.344,-0.523
76,Senate,193,43,0,FL,100,0,2,"ANDREWS, Charles Oscar",A000244,1877,1946,-0.151,0.62,-64.83295,0.717,195,24,,-0.266,0.427
76,Senate,7333,43,0,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357,-63.17554,0.759,229,21,,-0.442,0.889
76,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-116.42943,0.609,235,60,,-0.164,-0.089
76,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971,0.005,1.0,-140.39756,0.542,229,87,,-0.157,0.37
76,Senate,858,63,0,ID,200,1,1,"BORAH, William Edgar",B000634,1865,1940,0.191,0.704,-44.01365,0.588,83,25,,0.186,0.983
76,Senate,1760,63,0,ID,100,0,1,"CLARK, David Worth",C000428,1902,1955,0.01,0.824,-99.64429,0.612,203,47,,0.056,0.998
76,Senate,9298,63,0,ID,200,2,5,"THOMAS, John",T000172,1874,1945,0.429,0.41,-42.50528,0.71,124,18,,0.358,0.742
76,Senate,1071,21,0,IL,200,3,2,"BROOKS, Charles Wayland",B000874,1897,1957,0.417,-0.029,,,,,,0.493,-0.87
76,Senate,5641,21,0,IL,100,1,1,"LEWIS, James Hamilton",L000284,1863,1939,-0.379,-0.141,,,,,,-0.622,0.503
76,Senate,5823,21,0,IL,100,0,1,"LUCAS, Scott Wike",L000493,1892,1968,-0.313,-0.137,-81.95543,0.699,229,38,,-0.427,-0.354
76,Senate,8568,21,0,IL,100,2,5,"SLATTERY, James Michael",S000478,1878,1948,-0.437,0.046,-49.3633,0.764,183,19,,-0.41,0.144
76,Senate,6549,22,0,IN,100,0,1,"MINTON, Sherman",M000800,1890,1965,-0.504,-0.037,-63.63423,0.779,255,24,,-0.513,0.237
76,Senate,9626,22,0,IN,100,0,1,"VAN NUYS, Frederick",V000050,1874,1944,-0.115,0.192,-102.87897,0.611,209,48,,-0.094,0.032
76,Senate,3603,31,0,IA,100,0,1,"GILLETTE, Guy Mark",G000205,1879,1973,-0.076,0.356,-115.734,0.57,206,64,,-0.074,0.342
76,Senate,4367,31,0,IA,100,0,1,"HERRING, Clyde LaVerne",H000543,1879,1945,-0.303,0.019,-77.62371,0.693,212,35,,-0.319,-0.026
76,Senate,1494,32,0,KS,200,0,1,"CAPPER, Arthur",C000133,1865,1951,0.262,0.55,-74.8384,0.742,251,27,,0.36,0.681
76,Senate,7780,32,0,KS,200,0,1,"REED, Clyde Martin",R000112,1871,1949,0.323,0.033,-64.79961,0.738,213,26,,0.44,0.356
76,Senate,437,51,0,KY,100,0,1,"BARKLEY, Alben William",B000145,1877,1956,-0.375,0.087,-78.70302,0.734,254,36,,-0.472,-0.177
76,Senate,1634,51,0,KY,100,2,5,"CHANDLER, Albert Benjamin (Happy)",C000290,1898,1991,-0.187,0.033,-58.19723,0.682,152,27,,-0.221,-0.231
76,Senate,5747,51,0,KY,100,1,1,"LOGAN, Marvel Mills",L000404,1874,1939,-0.392,0.082,-17.55866,0.757,63,11,,-0.351,0.291
76,Senate,2901,45,0,LA,100,0,1,"ELLENDER, Allen Joseph",E000112,1890,1972,-0.089,0.996,-103.06149,0.655,244,47,,-0.286,0.448
76,Senate,7126,45,0,LA,100,0,1,"OVERTON, John Holmes",O000146,1875,1948,-0.053,0.674,-116.13062,0.558,199,64,,-0.086,0.579
76,Senate,3919,2,0,ME,200,0,1,"HALE, Frederick",H000031,1874,1963,0.403,-0.41,-89.12344,0.697,247,51,,0.127,-0.992
76,Senate,10047,2,0,ME,200,0,1,"WHITE, Wallace Humphrey, Jr.",W000396,1877,1952,0.323,-0.313,-74.59247,0.72,227,41,,0.165,-0.842
76,Senate,7685,52,0,MD,100,0,1,"RADCLIFFE, George Lovic Pierce",R000006,1877,1974,-0.263,-0.212,-71.63426,0.712,211,29,,-0.408,-0.574
76,Senate,9538,52,0,MD,100,0,1,"TYDINGS, Millard Evelyn",T000446,1890,1961,-0.111,-0.154,-90.42573,0.643,205,49,,-0.151,-0.449
76,Senate,5739,3,0,MA,200,0,1,"LODGE, Henry Cabot, Jr.",L000394,1902,1985,0.083,-0.997,-91.34582,0.69,246,48,,0.305,-0.407
76,Senate,9782,3,0,MA,100,0,1,"WALSH, David Ignatius",W000097,1872,1947,-0.11,0.108,-161.69646,0.507,238,87,,0.036,0.484
76,Senate,1131,23,0,MI,100,0,1,"BROWN, Prentiss Marsh",B000941,1889,1973,-0.324,-0.087,-107.61258,0.608,216,53,,-0.363,-0.177
76,Senate,9604,23,0,MI,200,0,1,"VANDENBERG, Arthur Hendrick",V000025,1884,1951,0.207,-0.172,-78.28849,0.72,238,40,,0.359,-0.06
76,Senate,394,33,0,MN,200,2,5,"BALL, Joseph Hurst",B000099,1905,1993,0.241,-0.821,,,,,,0.845,0.053
76,Senate,5839,33,0,MN,537,1,1,"LUNDEEN, Ernest",L000514,1878,1940,0.217,0.976,-84.59719,0.635,186,40,,0.169,0.986
76,Senate,8476,33,0,MN,537,0,1,"SHIPSTEAD, Henrik",S000369,1881,1960,0.21,0.978,-83.39277,0.689,224,31,,0.253,0.967
76,Senate,710,46,0,MS,100,0,1,"BILBO, Theodore Gilmore",B000460,1877,1947,-0.171,0.939,-63.75685,0.738,210,25,,-0.282,0.834
76,Senate,4126,46,0,MS,100,0,1,"HARRISON, Byron Patton (Pat)",H000265,1881,1941,-0.483,-0.187,-82.18802,0.675,209,43,,-0.476,-0.474
76,Senate,1772,34,0,MO,100,0,1,"CLARK, Joel Bennett",C000440,1890,1954,0.044,0.506,-142.63357,0.548,237,88,,0.162,0.717
76,Senate,9487,34,0,MO,100,0,1,"TRUMAN, Harry S.",T000387,1884,1972,-0.36,0.016,-63.56008,0.725,198,28,,-0.32,0.069
76,Senate,6820,64,0,MT,100,0,1,"MURRAY, James Edward",M001108,1876,1961,-0.432,0.35,-127.48694,0.574,230,52,,-0.136,0.917
76,Senate,9984,64,0,MT,100,0,1,"WHEELER, Burton Kendall",W000330,1882,1975,0.065,0.998,-76.97384,0.679,199,27,,0.1,0.995
76,Senate,1263,35,0,NE,100,0,1,"BURKE, Edward Raymond",B001089,1880,1968,-0.086,-0.122,-100.72291,0.623,213,51,,-0.032,-0.293
76,Senate,6960,35,0,NE,328,0,1,"NORRIS, George William",N000139,1861,1944,0.134,0.991,-160.20738,0.494,227,95,,-0.044,0.736
76,Senate,1239,65,0,NV,100,2,5,"BUNKER, Berkeley Lloyd",B001061,1906,1999,-0.309,0.193,,,,,,-0.599,0.109
76,Senate,6132,65,0,NV,100,0,1,"McCARRAN, Patrick Anthony (Pat)",M000308,1876,1954,0.06,0.659,-87.15881,0.647,200,28,,0.168,0.837
