congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
74,President,99899,99,0,USA,100,0,0,"ROOSEVELT, Franklin Delano",,1882,1945,-0.368,0.245,-1.60485,0.951,32,0,,,
74,Senate,404,41,0,AL,100,0,1,"BANKHEAD, John Hollis II",B000111,1872,1946,-0.284,0.313,-42.16292,0.732,135,20,,-0.535,0.274
74,Senate,743,41,0,AL,100,0,1,"BLACK, Hugo Lafayette",B000499,1886,1971,-0.46,0.468,-50.76991,0.732,163,25,,-0.382,0.847
74,Senate,273,61,0,AZ,100,0,1,"ASHURST, Henry Fountain",A000319,1874,1962,-0.231,0.211,-53.70294,0.67,134,26,,-0.323,-0.133
74,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-69.78739,0.673,176,31,,-0.468,-0.09
74,Senate,1497,42,0,AR,100,0,1,"CARAWAY, Hattie Wyatt",C000138,1878,1950,-0.179,0.691,-55.33877,0.685,146,28,,-0.146,0.68
74,Senate,7986,42,0,AR,100,0,1,"ROBINSON, Joseph Taylor",R000347,1872,1937,-0.425,-0.275,-59.1601,0.722,182,28,,-0.563,-0.053
74,Senate,4962,71,0,CA,200,0,1,"JOHNSON, Hiram Warren",J000140,1866,1945,0.294,0.714,-90.5582,0.558,155,45,,0.194,0.566
74,Senate,6119,71,0,CA,100,0,1,"McADOO, William Gibbs",M000293,1863,1941,-0.179,0.381,-35.37255,0.716,106,15,,-0.178,0.383
74,Senate,22,62,0,CO,100,0,1,"ADAMS, Alva Blanchard",A000028,1875,1941,-0.064,0.228,-95.56259,0.603,189,49,,-0.093,0.072
74,Senate,2083,62,0,CO,100,0,1,"COSTIGAN, Edward Prentiss",C000797,1874,1939,-0.031,0.961,-54.60225,0.673,138,26,,-0.073,0.836
74,Senate,5752,1,0,CT,100,0,1,"LONERGAN, Augustine",L000409,1874,1947,-0.244,-0.363,-65.91985,0.7,185,29,,-0.252,-0.343
74,Senate,5945,1,0,CT,100,0,1,"MALONEY, Francis Thomas",M000088,1894,1945,-0.156,-0.116,-76.76416,0.626,164,36,,-0.114,0.024
74,Senate,4177,11,0,DE,200,0,1,"HASTINGS, Daniel Oren",H000325,1874,1966,0.594,-0.494,-14.39791,0.908,150,6,,0.642,-0.556
74,Senate,9439,11,0,DE,200,0,1,"TOWNSEND, John Gillis, Jr.",T000335,1871,1964,0.491,-0.311,-23.36608,0.86,155,9,,0.609,-0.406
74,Senate,193,43,0,FL,100,3,2,"ANDREWS, Charles Oscar",A000244,1877,1946,-0.151,0.62,,,,,,,
74,Senate,3216,43,0,FL,100,1,1,"FLETCHER, Duncan Upshaw",F000200,1859,1936,-0.365,-0.37,-84.32062,0.616,174,41,,-0.474,-0.109
74,Senate,4428,43,0,FL,100,2,5,"HILL, William Luther",H000612,1873,1951,,,,,,,,,
74,Senate,5743,43,0,FL,100,2,5,"LOFTIN, Scott Marion",L000400,1878,1953,,,,,,,,-0.169,0.986
74,Senate,7333,43,0,FL,100,3,2,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357,,,,,,,
74,Senate,9456,43,0,FL,100,1,1,"TRAMMELL, Park",T000353,1876,1936,-0.278,0.114,-82.66884,0.54,134,34,,-0.056,0.574
74,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-79.52195,0.601,156,47,,-0.182,0.082
