congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
70,President,99897,99,0,USA,200,,,"COOLIDGE, Calvin",,1872,1933,0.396,0.31,,,,,,,
70,Senate,743,41,0,AL,100,0,1,"BLACK, Hugo Lafayette",B000499,1886,1971,-0.46,0.468,-48.96064,0.755,174,26,,-0.547,0.47
70,Senate,4280,41,0,AL,100,0,1,"HEFLIN, James Thomas",H000446,1869,1951,-0.451,0.041,-55.3542,0.728,174,30,,-0.572,0.168
70,Senate,273,61,0,AZ,100,0,1,"ASHURST, Henry Fountain",A000319,1874,1962,-0.231,0.211,-70.12159,0.632,153,37,,-0.376,-0.316
70,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-82.9319,0.609,167,40,,-0.368,-0.224
70,Senate,1498,42,0,AR,100,0,1,"CARAWAY, Thaddeus Horatius",C000139,1871,1931,-0.425,0.055,-55.25879,0.695,152,26,,-0.271,-0.059
70,Senate,7986,42,0,AR,100,0,1,"ROBINSON, Joseph Taylor",R000347,1872,1937,-0.425,-0.275,-32.68921,0.76,119,11,,-0.232,-0.109
70,Senate,4962,71,0,CA,200,0,1,"JOHNSON, Hiram Warren",J000140,1866,1945,0.294,0.714,-41.84728,0.776,165,12,,0.28,0.693
70,Senate,8487,71,0,CA,200,0,1,"SHORTRIDGE, Samuel Morgan",S000380,1861,1952,0.57,0.14,-32.38908,0.802,147,14,,0.594,0.137
70,Senate,7422,62,0,CO,200,0,1,"PHIPPS, Lawrence Cowle",P000317,1862,1958,0.577,-0.321,-36.95558,0.796,162,18,,0.628,-0.188
70,Senate,9862,62,0,CO,200,0,1,"WATERMAN, Charles Winfield",W000186,1861,1932,1.0,0.015,-70.07689,0.657,167,32,,1.0,-0.001
