congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
83,President,99901,99,0,USA,200,0,0,"EISENHOWER, Dwight David",,1890,1969,0.281,-0.864,-3.961,0.884,32,1,,,
83,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,-73.52155,0.724,228,34,,-0.435,0.705
83,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985,-0.204,0.795,-69.42529,0.712,204,33,,-0.36,0.593
83,Senate,3658,61,0,AZ,200,0,1,"GOLDWATER, Barry Morris",G000267,1909,1998,0.641,-0.289,-46.24801,0.816,227,23,,0.649,-0.235
83,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-96.23427,0.648,222,52,,-0.201,0.141
83,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995,-0.38,0.925,-86.93522,0.664,212,36,,-0.349,0.567
83,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977,0.017,0.962,-59.68262,0.74,198,22,,-0.011,0.898
83,Senate,5343,71,0,CA,200,0,1,"KNOWLAND, William Fife",K000292,1908,1974,0.227,-0.453,-47.92395,0.82,241,22,,0.384,-0.923
83,Senate,5372,71,0,CA,200,0,1,"KUCHEL, Thomas Henry",K000335,1910,1994,0.098,-0.61,-68.38072,0.736,223,30,,0.183,-0.404
83,Senate,4949,62,0,CO,100,0,1,"JOHNSON, Edwin Carl",J000127,1884,1970,0.01,0.537,-122.56759,0.59,232,56,,-0.011,0.599
83,Senate,6525,62,0,CO,200,0,1,"MILLIKIN, Eugene Donald",M000771,1891,1958,0.271,-0.079,-56.98595,0.785,235,25,,0.33,-0.745
83,Senate,1329,1,0,CT,200,0,1,"BUSH, Prescott Sheldon",B001167,1895,1972,0.28,-0.945,-44.98985,0.821,228,22,,0.254,-0.967
83,Senate,7656,1,0,CT,200,0,1,"PURTELL, William Arthur",P000575,1897,1978,0.186,-0.829,-51.48838,0.799,230,24,,0.291,-0.828
83,Senate,3349,11,0,DE,100,0,1,"FREAR, Joseph Allen, Jr.",F000356,1903,1993,0.034,0.477,-111.66369,0.598,217,53,,0.012,0.599
83,Senate,10163,11,0,DE,200,0,1,"WILLIAMS, John James",W000518,1904,1988,0.603,-0.442,-96.83123,0.666,238,47,,0.414,0.008
83,Senate,4520,43,0,FL,100,0,1,"HOLLAND, Spessard Lindsey",H000720,1892,1971,0.009,0.599,-109.16742,0.636,241,63,,0.033,0.26
83,Senate,8593,43,0,FL,100,0,1,"SMATHERS, George Armistead",S000505,1913,2007,-0.143,0.714,-106.73847,0.63,231,52,,-0.023,0.74
83,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-63.59385,0.718,192,28,,-0.038,0.581
83,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971,0.005,1.0,-77.65363,0.688,208,43,,-0.069,0.998
83,Senate,2803,63,0,ID,200,0,1,"DWORSHAK, Henry Clarence",D000585,1894,1962,0.402,0.056,-76.33696,0.729,242,30,,0.379,0.297
83,Senate,9930,63,0,ID,200,0,1,"WELKER, Herman",W000269,1906,1957,0.493,0.343,-45.5316,0.812,218,21,,0.562,0.307
83,Senate,2609,21,0,IL,200,0,1,"DIRKSEN, Everett McKinley",D000360,1896,1969,0.317,-0.498,-54.02784,0.779,216,22,,0.403,-0.711
83,Senate,2691,21,0,IL,100,0,1,"DOUGLAS, Paul Howard",D000456,1892,1976,-0.58,-0.815,-65.17429,0.76,237,26,,-0.552,-0.752
83,Senate,1489,22,0,IN,200,0,1,"CAPEHART, Homer Earl",C000128,1897,1979,0.37,-0.222,-50.57832,0.764,188,17,,0.377,0.005
83,Senate,4922,22,0,IN,200,0,1,"JENNER, William Ezra",J000093,1908,1985,0.572,-0.011,-37.05427,0.842,215,20,,0.535,0.023
83,Senate,3603,31,0,IA,100,0,1,"GILLETTE, Guy Mark",G000205,1879,1973,-0.076,0.356,-100.86708,0.586,189,46,,-0.139,0.304
83,Senate,4382,31,0,IA,200,0,1,"HICKENLOOPER, Bourke Blakemore",H000559,1896,1971,0.372,-0.316,-39.9928,0.845,238,15,,0.454,-0.689
83,Senate,1510,32,0,KS,200,0,1,"CARLSON, Frank",C000154,1893,1987,0.232,-0.243,-50.18415,0.808,235,19,,0.211,-0.472
83,Senate,8270,32,0,KS,200,0,1,"SCHOEPPEL, Andrew Frank",S000138,1894,1962,0.377,0.012,-49.44542,0.809,233,20,,0.411,-0.004
83,Senate,1831,51,0,KY,100,0,1,"CLEMENTS, Earle C.",C000506,1896,1985,-0.233,0.428,-84.02186,0.698,234,41,,-0.171,0.457
83,Senate,2052,51,0,KY,200,0,1,"COOPER, John Sherman",C000758,1901,1991,0.07,-0.408,-121.32555,0.585,226,54,,-0.04,-0.407
83,Senate,2901,45,0,LA,100,0,1,"ELLENDER, Allen Joseph",E000112,1890,1972,-0.089,0.996,-92.98746,0.648,214,44,,0.067,0.775
83,Senate,5767,45,0,LA,100,0,1,"LONG, Russell Billiu",L000428,1918,2003,-0.18,0.873,-126.95877,0.59,241,64,,-0.067,0.877
83,Senate,7271,2,0,ME,200,0,1,"PAYNE, Frederick George",P000150,1904,1978,0.094,-0.514,-46.48373,0.825,242,18,,0.161,-0.532
83,Senate,8666,2,0,ME,200,0,1,"SMITH, Margaret Chase",S000590,1897,1995,0.1,-0.378,-56.81439,0.791,242,19,,0.152,-0.298
83,Senate,546,52,0,MD,200,0,1,"BEALL, James Glenn",B000271,1894,1971,0.176,-0.55,-52.94384,0.795,231,22,,0.281,-0.534
83,Senate,1341,52,0,MD,200,0,1,"BUTLER, John Marshall",B001180,1897,1978,0.368,-0.212,-48.48031,0.81,230,21,,0.449,-0.236
83,Senate,5180,3,0,MA,100,0,1,"KENNEDY, John Fitzgerald",K000107,1917,1963,-0.311,-0.244,-107.94884,0.605,215,60,,-0.302,-0.418
83,Senate,8185,3,0,MA,200,0,1,"SALTONSTALL, Leverett",S000021,1892,1979,0.175,-0.536,-42.61309,0.831,230,18,,0.212,-0.932
83,Senate,3110,23,0,MI,200,0,1,"FERGUSON, Homer Samuel",F000081,1889,1982,0.32,-0.947,-43.57208,0.835,241,17,,0.24,-0.971
83,Senate,7551,23,0,MI,200,0,1,"POTTER, Charles Edward",P000460,1916,1979,0.249,-0.438,-51.7687,0.799,231,21,,0.261,-0.342
83,Senate,4728,33,0,MN,100,0,1,"HUMPHREY, Hubert Horatio, Jr.",H000953,1911,1978,-0.397,-0.093,-43.26107,0.826,226,12,,-0.529,-0.199
83,Senate,9374,33,0,MN,200,0,1,"THYE, Edward John",T000259,1896,1969,0.125,-0.337,-73.75298,0.729,233,28,,0.092,-0.296
83,Senate,2822,46,0,MS,100,0,1,"EASTLAND, James Oliver",E000018,1904,1986,0.024,1.0,-68.34516,0.675,174,38,,-0.017,0.837
83,Senate,8883,46,0,MS,100,0,1,"STENNIS, John Cornelius",S000852,1901,1995,-0.056,0.998,-75.64588,0.721,231,32,,0.0,1.0
83,Senate,4328,34,0,MO,100,0,1,"HENNINGS, Thomas Carey, Jr.",H000502,1903,1960,-0.356,-0.038,-49.22976,0.798,218,24,,-0.427,0.194
