congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
79,President,99899,99,0,USA,100,,,"ROOSEVELT, Franklin Delano",,1882,1945,-0.368,0.245,,,,,,,
79,President,99900,99,0,USA,100,0,0,"TRUMAN, Harry S.",T000387,1884,1972,-0.374,0.014,-0.39156,0.98,19,0,,,
79,Senate,404,41,0,AL,100,1,1,"BANKHEAD, John Hollis II",B000111,1872,1946,-0.284,0.313,-57.3415,0.613,117,36,,-0.124,0.651
79,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,-54.88495,0.778,219,22,,-0.422,0.622
79,Senate,8764,41,0,AL,100,5,2,"SPARKMAN, John Jackson",S000701,1899,1985,-0.204,0.795,,,,,,,
79,Senate,9125,41,0,AL,100,2,5,"SWIFT, George Robinson",S001117,1887,1972,0.046,0.999,-23.21781,0.675,59,9,,0.047,0.999
79,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-60.01124,0.763,222,23,,-0.375,0.492
79,Senate,6242,61,0,AZ,100,0,1,"McFARLAND, Ernest William",M000438,1894,1984,-0.252,0.708,-56.91046,0.707,164,29,,-0.231,0.782
79,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995,-0.38,0.925,-98.42821,0.634,216,47,,-0.182,0.666
79,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977,0.017,0.962,-91.46491,0.664,223,37,,0.041,0.859
79,Senate,2702,71,0,CA,100,0,1,"DOWNEY, Sheridan",D000469,1884,1961,-0.263,0.315,-71.60534,0.712,211,28,,-0.527,0.364
79,Senate,4962,71,0,CA,200,1,1,"JOHNSON, Hiram Warren",J000140,1866,1945,0.294,0.714,-8.27591,0.784,34,3,,0.673,0.739
79,Senate,5343,71,0,CA,200,2,5,"KNOWLAND, William Fife",K000292,1908,1974,0.227,-0.453,-107.89528,0.538,174,54,,0.038,-0.385
79,Senate,4949,62,0,CO,100,0,1,"JOHNSON, Edwin Carl",J000127,1884,1970,0.01,0.537,-127.17376,0.577,231,74,,-0.09,0.701
79,Senate,6525,62,0,CO,200,0,1,"MILLIKIN, Eugene Donald",M000771,1891,1958,0.271,-0.079,-91.95842,0.669,229,43,,0.287,0.278
79,Senate,4150,1,0,CT,200,2,5,"HART, Thomas Charles",H000293,1877,1971,0.241,-0.942,-66.6598,0.72,203,34,,0.242,-0.97
79,Senate,5945,1,0,CT,100,1,1,"MALONEY, Francis Thomas",M000088,1894,1945,-0.156,-0.116,,,,,,-0.647,0.763
79,Senate,6346,1,0,CT,100,0,1,"McMAHON, Brien",M000559,1903,1952,-0.343,-0.411,-51.77761,0.8,232,17,,-0.32,-0.214
79,Senate,1194,11,0,DE,200,0,1,"BUCK, Clayton Douglass",B001013,1890,1965,0.373,-0.156,-49.32231,0.758,178,23,,0.317,-0.243
79,Senate,9506,11,0,DE,100,0,1,"TUNNELL, James Miller",T000409,1879,1957,-0.414,-0.442,-42.92107,0.823,220,16,,-0.399,-0.427
79,Senate,193,43,0,FL,100,0,1,"ANDREWS, Charles Oscar",A000244,1877,1946,-0.151,0.62,-44.62568,0.743,150,17,,-0.133,0.951
79,Senate,7333,43,0,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357,-52.63262,0.771,202,24,,-0.685,-0.508
79,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-79.4264,0.679,205,35,,-0.041,0.585
79,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971,0.005,1.0,-78.58227,0.661,190,39,,-0.069,0.834
79,Senate,3718,63,0,ID,100,2,5,"GOSSETT, Charles Clinton",G000337,1888,1974,-0.098,0.497,-23.99475,0.746,82,9,,-0.097,0.477
79,Senate,9210,63,0,ID,100,0,1,"TAYLOR, Glen Hearst",T000079,1904,1984,-0.999,-0.032,-32.29277,0.862,217,8,,-0.675,-0.302
