congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
77,President,99899,99,0,USA,100,0,0,"ROOSEVELT, Franklin Delano",,1882,1945,-0.368,0.245,-0.67098,0.941,11,0,,,
77,Senate,404,41,0,AL,100,0,1,"BANKHEAD, John Hollis II",B000111,1872,1946,-0.284,0.313,-55.77714,0.686,148,30,,-0.217,0.777
77,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,-45.38773,0.754,161,16,,-0.391,0.687
77,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-48.27087,0.732,155,22,,-0.338,0.515
77,Senate,6242,61,0,AZ,100,0,1,"McFARLAND, Ernest William",M000438,1894,1984,-0.252,0.708,-50.24775,0.712,148,19,,-0.269,0.691
77,Senate,1497,42,0,AR,100,0,2,"CARAWAY, Hattie Wyatt",C000138,1878,1950,-0.179,0.691,-46.88044,0.747,161,14,,-0.356,0.654
77,Senate,6492,42,0,AR,100,1,2,"MILLER, John Elvis",M000738,1888,1981,-0.079,0.737,,,,,,-0.657,0.171
77,Senate,8784,42,0,AR,100,2,5,"SPENCER, George Lloyd",S000724,1893,1981,-0.222,0.474,-44.92083,0.679,116,19,,-0.223,0.464
77,Senate,2702,71,0,CA,100,0,1,"DOWNEY, Sheridan",D000469,1884,1961,-0.263,0.315,-52.89216,0.621,111,27,,-0.194,0.981
77,Senate,4962,71,0,CA,200,0,1,"JOHNSON, Hiram Warren",J000140,1866,1945,0.294,0.714,-38.2923,0.721,117,19,,0.443,0.896
77,Senate,22,62,0,CO,100,1,1,"ADAMS, Alva Blanchard",A000028,1875,1941,-0.064,0.228,-53.11552,0.515,80,35,,-0.028,0.076
77,Senate,4949,62,0,CO,100,0,1,"JOHNSON, Edwin Carl",J000127,1884,1970,0.01,0.537,-73.32983,0.588,138,40,,0.048,0.734
77,Senate,6525,62,0,CO,200,2,2,"MILLIKIN, Eugene Donald",M000771,1891,1958,0.271,-0.079,-27.04115,0.676,69,10,,0.33,0.192
77,Senate,2317,1,0,CT,200,0,1,"DANAHER, John Anthony",D000025,1899,1990,0.227,-0.21,-72.78118,0.638,162,37,,0.278,-0.222
