congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
80,President,99900,99,0,USA,100,0,0,"TRUMAN, Harry S.",T000387,1884,1972,-0.374,0.014,-3.88304,0.724,12,2,,,
80,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,-54.78875,0.789,231,23,,-0.298,0.496
80,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985,-0.204,0.795,-54.40256,0.783,222,20,,-0.285,0.506
80,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-53.32509,0.775,209,20,,-0.363,0.337
80,Senate,6242,61,0,AZ,100,0,1,"McFARLAND, Ernest William",M000438,1894,1984,-0.252,0.708,-72.0007,0.723,222,35,,-0.214,0.809
80,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995,-0.38,0.925,-85.8381,0.682,224,40,,-0.203,0.689
80,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977,0.017,0.962,-72.89929,0.731,233,23,,-0.01,1.0
80,Senate,2702,71,0,CA,100,0,1,"DOWNEY, Sheridan",D000469,1884,1961,-0.263,0.315,-49.17632,0.773,191,19,,-0.3,0.189
80,Senate,5343,71,0,CA,200,0,1,"KNOWLAND, William Fife",K000292,1908,1974,0.227,-0.453,-56.92313,0.781,230,25,,0.146,-0.487
80,Senate,4949,62,0,CO,100,0,1,"JOHNSON, Edwin Carl",J000127,1884,1970,0.01,0.537,-139.18706,0.543,228,73,,-0.064,0.394
80,Senate,6525,62,0,CO,200,0,1,"MILLIKIN, Eugene Donald",M000771,1891,1958,0.271,-0.079,-50.3327,0.806,234,21,,0.269,-0.241
80,Senate,390,1,0,CT,200,0,1,"BALDWIN, Raymond Earl",B000095,1893,1986,0.205,-0.694,-58.63464,0.77,224,31,,0.21,-0.534
80,Senate,6346,1,0,CT,100,0,1,"McMAHON, Brien",M000559,1903,1952,-0.343,-0.411,-50.82338,0.799,227,24,,-0.347,-0.272
80,Senate,1194,11,0,DE,200,0,1,"BUCK, Clayton Douglass",B001013,1890,1965,0.373,-0.156,-53.60312,0.766,201,26,,0.41,0.014
80,Senate,10163,11,0,DE,200,0,1,"WILLIAMS, John James",W000518,1904,1988,0.603,-0.442,-66.1117,0.747,227,31,,0.638,-0.254
80,Senate,4520,43,0,FL,100,0,1,"HOLLAND, Spessard Lindsey",H000720,1892,1971,0.009,0.599,-88.03746,0.684,232,42,,-0.039,0.536
80,Senate,7333,43,0,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357,-61.76229,0.761,226,27,,-0.536,0.283
80,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-84.61606,0.655,200,47,,0.026,0.768
80,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971,0.005,1.0,-72.24701,0.723,223,32,,-0.066,0.998
80,Senate,2803,63,0,ID,200,0,1,"DWORSHAK, Henry Clarence",D000585,1894,1962,0.402,0.056,-55.13585,0.786,229,24,,0.559,0.036
80,Senate,9210,63,0,ID,100,0,1,"TAYLOR, Glen Hearst",T000079,1904,1984,-0.999,-0.032,-45.2277,0.778,180,25,,-0.939,0.344
80,Senate,1071,21,0,IL,200,0,1,"BROOKS, Charles Wayland",B000874,1897,1957,0.417,-0.029,-67.63256,0.739,224,37,,0.456,-0.105
80,Senate,5823,21,0,IL,100,0,1,"LUCAS, Scott Wike",L000493,1892,1968,-0.313,-0.137,-48.32198,0.794,209,19,,-0.298,0.037
80,Senate,1489,22,0,IN,200,0,1,"CAPEHART, Homer Earl",C000128,1897,1979,0.37,-0.222,-47.36043,0.785,196,19,,0.481,-0.028
80,Senate,4922,22,0,IN,200,0,1,"JENNER, William Ezra",J000093,1908,1985,0.572,-0.011,-37.44073,0.833,205,16,,0.45,-0.027
80,Senate,4382,31,0,IA,200,0,1,"HICKENLOOPER, Bourke Blakemore",H000559,1896,1971,0.372,-0.316,-61.11326,0.77,234,26,,0.311,-0.021
80,Senate,10221,31,0,IA,200,0,1,"WILSON, George Allison",W000581,1884,1953,0.278,0.311,-88.97792,0.607,178,48,,0.211,0.422
80,Senate,1494,32,0,KS,200,0,1,"CAPPER, Arthur",C000133,1865,1951,0.262,0.55,-91.84593,0.664,224,43,,0.285,-0.39
80,Senate,7780,32,0,KS,200,0,1,"REED, Clyde Martin",R000112,1871,1949,0.323,0.033,-35.91837,0.806,167,15,,0.324,-0.114
80,Senate,437,51,0,KY,100,0,1,"BARKLEY, Alben William",B000145,1877,1956,-0.375,0.087,-55.41544,0.764,206,27,,-0.356,-0.023
80,Senate,2052,51,0,KY,200,0,1,"COOPER, John Sherman",C000758,1901,1991,0.07,-0.408,-83.78115,0.695,230,38,,0.056,-0.264
80,Senate,2901,45,0,LA,100,0,1,"ELLENDER, Allen Joseph",E000112,1890,1972,-0.089,0.996,-104.95671,0.623,222,54,,-0.04,0.606
80,Senate,3090,45,0,LA,100,2,5,"FEAZEL, William Crosson",F000057,1895,1965,-0.042,0.725,-18.80419,0.719,57,9,,-0.043,0.714
80,Senate,7126,45,0,LA,100,1,1,"OVERTON, John Holmes",O000146,1875,1948,-0.053,0.674,-62.55458,0.636,138,34,,0.04,0.837
80,Senate,1021,2,0,ME,200,0,1,"BREWSTER, Ralph Owen",B000816,1888,1961,0.271,-0.393,-39.13726,0.822,200,16,,0.359,-0.615
80,Senate,10047,2,0,ME,200,0,1,"WHITE, Wallace Humphrey, Jr.",W000396,1877,1952,0.323,-0.313,-25.97776,0.849,159,12,,0.316,-0.461
80,Senate,7020,52,0,MD,100,0,1,"O'CONOR, Herbert Romulus",O000032,1896,1960,-0.047,0.003,-82.43908,0.68,214,41,,-0.091,0.219
80,Senate,9538,52,0,MD,100,0,1,"TYDINGS, Millard Evelyn",T000446,1890,1961,-0.111,-0.154,-74.0713,0.65,172,24,,-0.068,0.378
80,Senate,5739,3,0,MA,200,0,1,"LODGE, Henry Cabot, Jr.",L000394,1902,1985,0.083,-0.997,-56.27382,0.779,225,25,,0.116,-0.993
80,Senate,8185,3,0,MA,200,0,1,"SALTONSTALL, Leverett",S000021,1892,1979,0.175,-0.536,-44.86455,0.822,229,17,,0.135,-0.797
80,Senate,3110,23,0,MI,200,0,1,"FERGUSON, Homer Samuel",F000081,1889,1982,0.32,-0.947,-40.37553,0.84,231,15,,0.382,-0.924
80,Senate,9604,23,0,MI,200,0,1,"VANDENBERG, Arthur Hendrick",V000025,1884,1951,0.207,-0.172,-46.09832,0.813,223,16,,0.251,-0.567
80,Senate,394,33,0,MN,200,0,1,"BALL, Joseph Hurst",B000099,1905,1993,0.241,-0.821,-58.16777,0.774,227,24,,0.269,-0.802
80,Senate,9374,33,0,MN,200,0,1,"THYE, Edward John",T000259,1896,1969,0.125,-0.337,-48.84973,0.809,231,15,,0.203,-0.625
80,Senate,710,46,0,MS,100,1,1,"BILBO, Theodore Gilmore",B000460,1877,1947,-0.171,0.939,,,,,,,
