congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
84,President,99901,99,0,USA,200,0,0,"EISENHOWER, Dwight David",,1890,1969,0.281,-0.864,-37.7213,0.781,153,19,,,
84,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,-52.22754,0.751,182,17,,-0.331,0.709
84,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985,-0.204,0.795,-61.42106,0.705,176,27,,-0.333,0.494
84,Senate,3658,61,0,AZ,200,0,1,"GOLDWATER, Barry Morris",G000267,1909,1998,0.641,-0.289,-41.26375,0.789,174,15,,0.495,0.033
84,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-55.70001,0.736,182,27,,-0.221,0.322
84,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995,-0.38,0.925,-67.45344,0.677,173,35,,-0.233,0.641
84,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977,0.017,0.962,-39.81041,0.794,173,12,,0.021,1.0
84,Senate,5343,71,0,CA,200,0,1,"KNOWLAND, William Fife",K000292,1908,1974,0.227,-0.453,-55.7284,0.736,182,24,,0.514,-0.835
84,Senate,5372,71,0,CA,200,0,1,"KUCHEL, Thomas Henry",K000335,1910,1994,0.098,-0.61,-64.86345,0.699,181,37,,0.039,-0.444
84,Senate,142,62,0,CO,200,0,1,"ALLOTT, Gordon Llewellyn",A000161,1907,1989,0.308,-0.445,-46.53862,0.772,180,20,,0.268,-0.55
84,Senate,6525,62,0,CO,200,0,1,"MILLIKIN, Eugene Donald",M000771,1891,1958,0.271,-0.079,-54.21234,0.735,176,22,,0.352,-0.413
84,Senate,1329,1,0,CT,200,0,1,"BUSH, Prescott Sheldon",B001167,1895,1972,0.28,-0.945,-47.75736,0.764,177,18,,0.145,-0.989
84,Senate,7656,1,0,CT,200,0,1,"PURTELL, William Arthur",P000575,1897,1978,0.186,-0.829,-34.71189,0.822,177,13,,0.132,-0.958
84,Senate,3349,11,0,DE,100,0,1,"FREAR, Joseph Allen, Jr.",F000356,1903,1993,0.034,0.477,-92.14445,0.594,177,53,,0.077,0.726
84,Senate,10163,11,0,DE,200,0,1,"WILLIAMS, John James",W000518,1904,1988,0.603,-0.442,-79.49312,0.646,182,36,,0.56,-0.092
84,Senate,4520,43,0,FL,100,0,1,"HOLLAND, Spessard Lindsey",H000720,1892,1971,0.009,0.599,-104.43126,0.567,184,57,,0.037,0.164
84,Senate,8593,43,0,FL,100,0,1,"SMATHERS, George Armistead",S000505,1913,2007,-0.143,0.714,-77.04045,0.642,174,34,,-0.064,0.58
84,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-61.86072,0.686,164,28,,-0.112,0.452
84,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971,0.005,1.0,-66.15065,0.663,161,27,,0.114,0.992
84,Senate,2803,63,0,ID,200,0,1,"DWORSHAK, Henry Clarence",D000585,1894,1962,0.402,0.056,-46.27645,0.771,178,21,,0.467,0.072
84,Senate,9930,63,0,ID,200,0,1,"WELKER, Herman",W000269,1906,1957,0.493,0.343,-47.26315,0.754,167,22,,0.404,0.435
84,Senate,2609,21,0,IL,200,0,1,"DIRKSEN, Everett McKinley",D000360,1896,1969,0.317,-0.498,-47.67447,0.759,173,20,,0.311,-0.458
84,Senate,2691,21,0,IL,100,0,1,"DOUGLAS, Paul Howard",D000456,1892,1976,-0.58,-0.815,-54.49601,0.742,183,28,,-0.533,-0.513
84,Senate,1489,22,0,IN,200,0,1,"CAPEHART, Homer Earl",C000128,1897,1979,0.37,-0.222,-58.52964,0.684,154,37,,0.236,-0.093
84,Senate,4922,22,0,IN,200,0,1,"JENNER, William Ezra",J000093,1908,1985,0.572,-0.011,-59.52353,0.681,155,27,,0.912,-0.41
84,Senate,4382,31,0,IA,200,0,1,"HICKENLOOPER, Bourke Blakemore",H000559,1896,1971,0.372,-0.316,-34.74449,0.796,152,12,,0.376,-0.497
84,Senate,6039,31,0,IA,200,0,1,"MARTIN, Thomas Ellsworth",M000199,1893,1971,0.304,-0.17,-47.24104,0.772,183,19,,0.388,-0.498
84,Senate,1510,32,0,KS,200,0,1,"CARLSON, Frank",C000154,1893,1987,0.232,-0.243,-64.37378,0.695,177,32,,0.27,-0.224
84,Senate,8270,32,0,KS,200,0,1,"SCHOEPPEL, Andrew Frank",S000138,1894,1962,0.377,0.012,-50.91006,0.745,173,28,,0.437,-0.128
84,Senate,437,51,0,KY,100,1,1,"BARKLEY, Alben William",B000145,1877,1956,-0.375,0.087,-22.38284,0.823,115,7,,-0.356,0.024
84,Senate,1831,51,0,KY,100,0,1,"CLEMENTS, Earle C.",C000506,1896,1985,-0.233,0.428,-40.59748,0.798,180,11,,-0.266,0.474
84,Senate,4737,51,0,KY,100,2,5,"HUMPHREYS, Robert",H000963,1893,1977,-0.324,0.067,-8.75812,0.799,39,5,,-0.321,0.155
84,Senate,2901,45,0,LA,100,0,1,"ELLENDER, Allen Joseph",E000112,1890,1972,-0.089,0.996,-83.08111,0.63,180,40,,0.025,0.765
84,Senate,5767,45,0,LA,100,0,1,"LONG, Russell Billiu",L000428,1918,2003,-0.18,0.873,-75.51133,0.66,182,33,,-0.201,0.98
84,Senate,7271,2,0,ME,200,0,1,"PAYNE, Frederick George",P000150,1904,1978,0.094,-0.514,-53.3702,0.748,184,23,,0.138,-0.505
84,Senate,8666,2,0,ME,200,0,1,"SMITH, Margaret Chase",S000590,1897,1995,0.1,-0.378,-60.91227,0.718,184,26,,0.075,-0.5
84,Senate,546,52,0,MD,200,0,1,"BEALL, James Glenn",B000271,1894,1971,0.176,-0.55,-45.21023,0.773,176,16,,0.169,-0.626
84,Senate,1341,52,0,MD,200,0,1,"BUTLER, John Marshall",B001180,1897,1978,0.368,-0.212,-58.45526,0.708,169,22,,0.282,-0.306
84,Senate,5180,3,0,MA,100,0,1,"KENNEDY, John Fitzgerald",K000107,1917,1963,-0.311,-0.244,-60.40811,0.695,166,30,,-0.295,-0.394
84,Senate,8185,3,0,MA,200,0,1,"SALTONSTALL, Leverett",S000021,1892,1979,0.175,-0.536,-39.97636,0.802,181,19,,0.323,-0.77
84,Senate,6366,23,0,MI,100,0,1,"McNAMARA, Patrick Vincent",M000582,1894,1966,-0.568,-0.091,-34.24669,0.827,180,15,,-0.509,-0.125
84,Senate,7551,23,0,MI,200,0,1,"POTTER, Charles Edward",P000460,1916,1979,0.249,-0.438,-57.86431,0.685,153,33,,0.168,-0.801
84,Senate,4728,33,0,MN,100,0,1,"HUMPHREY, Hubert Horatio, Jr.",H000953,1911,1978,-0.397,-0.093,-34.74136,0.826,182,13,,-0.55,-0.065
84,Senate,9374,33,0,MN,200,0,1,"THYE, Edward John",T000259,1896,1969,0.125,-0.337,-72.86819,0.664,178,38,,0.152,-0.218
84,Senate,2822,46,0,MS,100,0,1,"EASTLAND, James Oliver",E000018,1904,1986,0.024,1.0,-67.51996,0.684,178,30,,0.108,0.994
84,Senate,8883,46,0,MS,100,0,1,"STENNIS, John Cornelius",S000852,1901,1995,-0.056,0.998,-82.71727,0.636,183,40,,-0.038,0.776
84,Senate,4328,34,0,MO,100,0,1,"HENNINGS, Thomas Carey, Jr.",H000502,1903,1960,-0.356,-0.038,-31.65053,0.836,177,12,,-0.427,-0.078
84,Senate,9141,34,0,MO,100,0,1,"SYMINGTON, William Stuart (Stuart)",S001136,1901,1988,-0.319,0.254,-46.03529,0.777,182,25,,-0.322,0.361
84,Senate,5967,64,0,MT,100,0,1,"MANSFIELD, Michael Joseph (Mike)",M000113,1903,2001,-0.439,0.43,-49.41264,0.761,181,28,,-0.359,0.456
84,Senate,6820,64,0,MT,100,0,1,"MURRAY, James Edward",M001108,1876,1961,-0.432,0.35,-32.93053,0.824,170,13,,-0.466,0.32
84,Senate,2267,35,0,NE,200,0,1,"CURTIS, Carl Thomas",C001006,1905,2000,0.492,-0.004,-41.19273,0.799,184,19,,0.531,0.011
84,Senate,4660,35,0,NE,200,0,1,"HRUSKA, Roman Lee",H000875,1904,1999,0.446,-0.063,-43.03444,0.789,182,17,,0.454,0.068
84,Senate,688,65,0,NV,100,0,1,"BIBLE, Alan Harvey",B000436,1909,1988,-0.2,0.528,-75.12827,0.66,181,35,,-0.075,0.588
84,Senate,5944,65,0,NV,200,0,1,"MALONE, George Wilson",M000086,1890,1961,0.312,0.413,-69.47552,0.655,164,31,,0.342,0.286
84,Senate,1027,4,0,NH,200,0,1,"BRIDGES, Henry Styles (Styles)",B000823,1898,1961,0.372,-0.475,-34.33865,0.805,158,9,,0.539,-0.661
84,Senate,2087,4,0,NH,200,0,1,"COTTON, Norris H.",C000802,1900,1989,0.395,-0.318,-40.54784,0.798,180,14,,0.345,-0.447
84,Senate,1569,12,0,NJ,200,0,1,"CASE, Clifford Philip",C000220,1904,1982,-0.108,-0.994,-32.7594,0.837,184,10,,0.034,-0.999
84,Senate,8635,12,0,NJ,200,0,1,"SMITH, Howard Alexander",S000553,1880,1966,0.159,-0.873,-34.23366,0.82,173,15,,0.328,-0.945
84,Senate,165,66,0,NM,100,0,1,"ANDERSON, Clinton Presba",A000186,1895,1975,-0.201,0.213,-66.76145,0.68,173,40,,-0.109,0.305
84,Senate,1678,66,0,NM,100,0,1,"CHAVEZ, Dennis",C000338,1888,1962,-0.206,0.391,-65.2683,0.651,152,28,,-0.309,0.799
84,Senate,4834,13,0,NY,200,0,1,"IVES, Irving McNeil",I000050,1896,1962,0.043,-0.999,-30.0584,0.831,162,14,,0.019,-1.0
84,Senate,5591,13,0,NY,100,0,1,"LEHMAN, Herbert Henry",L000224,1878,1963,-0.658,-0.401,-27.47326,0.86,182,11,,-0.756,-0.539
84,Senate,2987,47,0,NC,100,0,1,"ERVIN, Samuel James, Jr.",E000211,1896,1985,-0.041,0.999,-59.03524,0.722,181,27,,-0.092,0.864
84,Senate,8313,47,0,NC,100,0,1,"SCOTT, William Kerr",S000187,1896,1958,-0.258,0.651,-48.33043,0.768,183,18,,-0.242,0.643
84,Senate,5452,36,0,ND,200,0,1,"LANGER, William",L000070,1886,1959,0.023,0.436,-177.41934,0.373,180,82,,-0.148,0.748
84,Senate,10450,36,0,ND,200,0,1,"YOUNG, Milton Ruben",Y000047,1897,1983,0.172,0.187,-99.48129,0.553,168,58,,0.162,0.572
84,Senate,621,24,0,OH,200,0,1,"BENDER, George Harrison",B000356,1896,1961,0.179,-0.893,-44.1209,0.78,178,18,,0.063,-0.998
84,Senate,1024,24,0,OH,200,0,1,"BRICKER, John William",B000820,1893,1986,0.528,-0.247,-36.01798,0.804,165,14,,0.501,-0.191
84,Senate,5213,53,0,OK,100,0,1,"KERR, Robert Samuel",K000144,1896,1963,-0.209,0.726,-70.686,0.681,184,35,,-0.189,0.832
84,Senate,6597,53,0,OK,100,0,1,"MONRONEY, Almer Stillwell Mike",M000859,1902,1980,-0.264,0.36,-45.82458,0.775,180,23,,-0.228,0.533
84,Senate,6738,72,0,OR,328,0,1,"MORSE, Wayne Lyman",M001014,1900,1974,-0.851,0.525,-56.39331,0.734,182,23,,-0.872,-0.305
84,Senate,6882,72,0,OR,100,0,1,"NEUBERGER, Richard Lewis",N000053,1912,1960,-0.543,-0.419,-30.99898,0.845,184,12,,-0.604,-0.206
84,Senate,2745,14,0,PA,200,0,1,"DUFF, James Henderson",D000516,1883,1969,0.091,-0.666,-37.32975,0.811,178,13,,0.087,-0.855
84,Senate,6021,14,0,PA,200,0,1,"MARTIN, Edward",M000177,1879,1967,0.441,-0.497,-37.02185,0.811,177,14,,0.51,-0.779
84,Senate,3783,5,0,RI,100,0,1,"GREEN, Theodore Francis",G000418,1867,1966,-0.342,-0.025,-52.66128,0.744,178,31,,-0.246,-0.266
84,Senate,7229,5,0,RI,100,0,1,"PASTORE, John Orlando",P000100,1907,2000,-0.256,-0.144,-49.64765,0.76,181,30,,-0.252,-0.354
