congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
81,President,99900,99,0,USA,100,0,0,"TRUMAN, Harry S.",T000387,1884,1972,-0.374,0.014,-5.67474,0.879,44,1,,,
81,Senate,4418,41,0,AL,100,0,1,"HILL, Joseph Lister",H000598,1894,1984,-0.265,0.851,-109.247,0.781,442,43,,-0.357,0.559
81,Senate,8764,41,0,AL,100,0,1,"SPARKMAN, John Jackson",S000701,1899,1985,-0.204,0.795,-104.66387,0.78,422,44,,-0.368,0.689
81,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877,1972,-0.221,0.334,-87.771,0.815,428,39,,-0.328,0.573
81,Senate,6242,61,0,AZ,100,0,1,"McFARLAND, Ernest William",M000438,1894,1984,-0.252,0.708,-134.47234,0.725,419,56,,-0.203,0.618
81,Senate,3388,42,0,AR,100,0,1,"FULBRIGHT, James William",F000401,1905,1995,-0.38,0.925,-171.69777,0.652,402,80,,-0.132,0.802
81,Senate,6151,42,0,AR,100,0,1,"McCLELLAN, John Little",M000332,1896,1977,0.017,0.962,-141.55187,0.72,430,69,,0.107,0.974
81,Senate,2702,71,0,CA,100,1,1,"DOWNEY, Sheridan",D000469,1884,1961,-0.263,0.315,-72.41728,0.776,286,31,,-0.256,0.223
81,Senate,5343,71,0,CA,200,0,1,"KNOWLAND, William Fife",K000292,1908,1974,0.227,-0.453,-172.70237,0.665,423,70,,0.236,-0.524
81,Senate,6939,71,0,CA,200,2,5,"NIXON, Richard Milhous",N000116,1913,1994,0.162,-0.388,,,,,,0.228,-0.355
81,Senate,4949,62,0,CO,100,0,1,"JOHNSON, Edwin Carl",J000127,1884,1970,0.01,0.537,-220.66779,0.591,420,114,,0.054,0.426
81,Senate,6525,62,0,CO,200,0,1,"MILLIKIN, Eugene Donald",M000771,1891,1958,0.271,-0.079,-174.47679,0.655,413,77,,0.233,0.064
81,Senate,390,1,0,CT,200,1,1,"BALDWIN, Raymond Earl",B000095,1893,1986,0.205,-0.694,-48.27751,0.744,163,19,,0.199,-0.721
81,Senate,659,1,0,CT,100,2,5,"BENTON, William",B000399,1900,1973,-0.535,-0.578,-27.97977,0.854,177,10,,-0.515,-0.502
81,Senate,6346,1,0,CT,100,0,1,"McMAHON, Brien",M000559,1903,1952,-0.343,-0.411,-97.62872,0.796,427,41,,-0.347,-0.585
81,Senate,3349,11,0,DE,100,0,1,"FREAR, Joseph Allen, Jr.",F000356,1903,1993,0.034,0.477,-245.19768,0.514,368,126,,-0.003,0.225
81,Senate,10163,11,0,DE,200,0,1,"WILLIAMS, John James",W000518,1904,1988,0.603,-0.442,-170.71872,0.681,444,73,,0.484,-0.369
81,Senate,4520,43,0,FL,100,0,1,"HOLLAND, Spessard Lindsey",H000720,1892,1971,0.009,0.599,-152.78271,0.709,445,74,,-0.023,0.636
81,Senate,7333,43,0,FL,100,0,1,"PEPPER, Claude Denson",P000218,1900,1989,-0.422,0.357,-42.26146,0.894,376,11,,-0.537,0.352
81,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878,1957,-0.064,0.363,-177.84727,0.645,405,96,,0.022,0.606
81,Senate,8138,44,0,GA,100,0,1,"RUSSELL, Richard Brevard, Jr.",R000536,1897,1971,0.005,1.0,-112.35675,0.759,408,44,,0.017,1.0
81,Senate,2803,63,0,ID,200,2,5,"DWORSHAK, Henry Clarence",D000585,1894,1962,0.402,0.056,-83.29087,0.696,230,35,,0.332,0.067
81,Senate,6475,63,0,ID,100,1,1,"MILLER, Bert Henry",M000716,1876,1949,-0.239,0.278,-29.15644,0.823,150,14,,-0.237,0.277
