congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
71,President,99898,99,0,USA,200,,,"HOOVER, Herbert Clark",,,,,,,,,,,,
71,Senate,743,41,0,AL,100,0,1,"BLACK, Hugo Lafayette",B000499,1886.0,1971.0,-0.46,0.468,-91.00739,0.801,411,35,,-0.494,0.236
71,Senate,4280,41,0,AL,100,0,1,"HEFLIN, James Thomas",H000446,1869.0,1951.0,-0.451,0.041,-113.46697,0.732,363,49,,-0.483,-0.091
71,Senate,273,61,0,AZ,100,0,1,"ASHURST, Henry Fountain",A000319,1874.0,1962.0,-0.231,0.211,-129.90298,0.655,307,67,,-0.104,0.228
71,Senate,4227,61,0,AZ,100,0,1,"HAYDEN, Carl Trumbull",H000385,1877.0,1972.0,-0.221,0.334,-136.65201,0.674,347,74,,-0.154,0.269
71,Senate,1498,42,0,AR,100,0,1,"CARAWAY, Thaddeus Horatius",C000139,1871.0,1931.0,-0.425,0.055,-74.14997,0.78,298,31,,-0.516,0.04
71,Senate,7986,42,0,AR,100,0,1,"ROBINSON, Joseph Taylor",R000347,1872.0,1937.0,-0.425,-0.275,-39.98194,0.774,156,18,,-0.447,-0.235
71,Senate,4962,71,0,CA,200,0,1,"JOHNSON, Hiram Warren",J000140,1866.0,1945.0,0.294,0.714,-195.95849,0.577,356,98,,0.364,0.762
71,Senate,8487,71,0,CA,200,0,1,"SHORTRIDGE, Samuel Morgan",S000380,1861.0,1952.0,0.57,0.14,-82.70143,0.802,375,31,,0.629,0.247
71,Senate,7422,62,0,CO,200,0,1,"PHIPPS, Lawrence Cowle",P000317,1862.0,1958.0,0.577,-0.321,-85.28688,0.804,391,39,,0.506,-0.323
71,Senate,9862,62,0,CO,200,0,1,"WATERMAN, Charles Winfield",W000186,1861.0,1932.0,1.0,0.015,-75.87787,0.788,318,34,,0.919,0.182
71,Senate,716,1,0,CT,200,0,1,"BINGHAM, Hiram",B000470,1875.0,1956.0,0.313,-0.95,-77.88543,0.802,352,38,,0.391,-0.92
71,Senate,9724,1,0,CT,200,0,1,"WALCOTT, Frederic Collin",W000032,1869.0,1949.0,0.415,-0.769,-52.29791,0.852,327,24,,0.461,-0.655
71,Senate,4177,11,0,DE,200,0,5,"HASTINGS, Daniel Oren",H000325,1874.0,1966.0,0.594,-0.494,-53.88808,0.855,345,21,,0.618,-0.347
71,Senate,9439,11,0,DE,200,0,1,"TOWNSEND, John Gillis, Jr.",T000335,1871.0,1964.0,0.491,-0.311,-47.77981,0.867,334,19,,0.563,-0.171
71,Senate,3216,43,0,FL,100,0,1,"FLETCHER, Duncan Upshaw",F000200,1859.0,1936.0,-0.365,-0.37,-153.45549,0.634,337,85,,-0.267,-0.186
71,Senate,9456,43,0,FL,100,0,1,"TRAMMELL, Park",T000353,1876.0,1936.0,-0.278,0.114,-242.55835,0.545,400,104,,-0.18,-0.084
71,Senate,3536,44,0,GA,100,0,1,"GEORGE, Walter Franklin",G000131,1878.0,1957.0,-0.064,0.363,-127.8073,0.723,394,61,,-0.391,0.096
71,Senate,4120,44,0,GA,100,0,1,"HARRIS, William Julius",H000259,1868.0,1932.0,-0.434,0.046,-103.98398,0.78,418,41,,-0.458,0.131
71,Senate,858,63,0,ID,200,0,1,"BORAH, William Edgar",B000634,1865.0,1940.0,0.191,0.704,-137.24486,0.697,380,45,,0.206,0.948
71,Senate,9298,63,0,ID,200,0,2,"THOMAS, John",T000172,1874.0,1945.0,0.429,0.41,-120.47403,0.731,384,47,,0.485,0.473
71,Senate,2494,21,0,IL,200,0,1,"DENEEN, Charles Samuel",D000233,1863.0,1940.0,0.511,0.14,-48.57896,0.818,242,19,,0.531,0.133
71,Senate,3630,21,0,IL,200,0,2,"GLENN, Otis Ferguson",G000238,1879.0,1959.0,0.279,-0.11,-106.2038,0.717,319,46,,0.331,0.048
71,Senate,7972,22,0,IN,200,0,1,"ROBINSON, Arthur Raymond",R000332,1881.0,1961.0,0.419,0.472,-130.67548,0.671,327,65,,0.406,0.375
71,Senate,9875,22,0,IN,200,0,1,"WATSON, James Eli",W000203,1864.0,1948.0,0.55,-0.044,-49.96727,0.864,342,19,,0.672,-0.007
71,Senate,1070,31,0,IA,200,0,1,"BROOKHART, Smith Wildman",B000873,1869.0,1944.0,0.131,0.991,-103.77417,0.757,373,47,,0.139,0.99
71,Senate,8863,31,0,IA,100,0,1,"STECK, Daniel Frederic",S000826,1881.0,1950.0,-0.22,-0.169,-140.72751,0.614,289,62,,-0.162,0.01
71,Senate,110,32,0,KS,200,1,5,"ALLEN, Henry Justin",A000126,1868.0,1950.0,0.454,0.426,-125.71613,0.677,322,57,,0.474,0.477
71,Senate,1494,32,0,KS,200,0,1,"CAPPER, Arthur",C000133,1865.0,1951.0,0.262,0.55,-183.29887,0.648,422,81,,0.323,0.605
71,Senate,6251,32,0,KS,100,2,2,"McGILL, George",M000447,1879.0,1963.0,-0.072,0.756,-17.08506,0.759,62,5,,-0.106,0.613
71,Senate,437,51,0,KY,100,0,1,"BARKLEY, Alben William",B000145,1877.0,1956.0,-0.375,0.087,-132.19672,0.711,387,60,,-0.231,0.211
71,Senate,7996,51,0,KY,200,2,5,"ROBSION, John Marshall",R000358,1873.0,1948.0,0.294,0.123,,,,,,0.461,0.275
71,Senate,8167,51,0,KY,200,1,1,"SACKETT, Frederic Mosley",S000006,1868.0,1941.0,0.387,-0.059,-37.91258,0.679,98,18,,0.391,0.235
71,Senate,10192,51,0,KY,100,3,3,"WILLIAMSON, Ben Mitchell",W000550,1864.0,1941.0,-0.121,0.372,-14.18052,0.79,60,8,,-0.133,0.335
71,Senate,1091,45,0,LA,100,0,1,"BROUSSARD, Edwin Sidney",B000895,1874.0,1934.0,-0.034,-0.413,-158.61574,0.605,316,82,,0.105,-0.217
71,Senate,7734,45,0,LA,100,0,1,"RANSDELL, Joseph Eugene",R000059,1858.0,1954.0,-0.211,-0.543,-186.16414,0.572,333,95,,0.019,-0.243
71,Senate,3721,2,0,ME,200,0,1,"GOULD, Arthur Robinson",G000340,1857.0,1946.0,0.492,-0.403,-27.15575,0.856,174,16,,0.402,-0.698
71,Senate,3919,2,0,ME,200,0,1,"HALE, Frederick",H000031,1874.0,1963.0,0.403,-0.41,-101.25952,0.784,417,49,,0.365,-0.638
71,Senate,3653,52,0,MD,200,0,1,"GOLDSBOROUGH, Phillips Lee",G000262,1865.0,1946.0,0.472,-0.49,-70.35958,0.838,399,28,,0.446,-0.45
71,Senate,9538,52,0,MD,100,0,1,"TYDINGS, Millard Evelyn",T000446,1890.0,1961.0,-0.111,-0.154,-172.75449,0.594,332,86,,-0.386,-0.443
71,Senate,3599,3,0,MA,200,0,1,"GILLETT, Frederick Huntington",G000201,1851.0,1935.0,0.662,-0.379,-71.19333,0.745,242,39,,0.358,-0.901
71,Senate,9782,3,0,MA,100,0,1,"WALSH, David Ignatius",W000097,1872.0,1947.0,-0.11,0.108,-225.08043,0.552,379,102,,-0.257,-0.232
71,Senate,2095,23,0,MI,200,0,1,"COUZENS, James",C000812,1872.0,1936.0,0.157,0.354,-231.09939,0.557,395,124,,0.147,0.246
71,Senate,9604,23,0,MI,200,0,1,"VANDENBERG, Arthur Hendrick",V000025,1884.0,1951.0,0.207,-0.172,-146.51247,0.703,416,70,,0.309,0.062
71,Senate,8254,33,0,MN,200,0,1,"SCHALL, Thomas David",S000113,1878.0,1935.0,0.321,0.595,-171.7471,0.624,364,89,,0.243,0.682
71,Senate,8476,33,0,MN,537,0,1,"SHIPSTEAD, Henrik",S000369,1881.0,1960.0,0.21,0.978,-65.1398,0.73,207,29,,0.145,0.981
71,Senate,4126,46,0,MS,100,0,1,"HARRISON, Byron Patton (Pat)",H000265,1881.0,1941.0,-0.483,-0.187,-79.73224,0.799,356,23,,-0.392,-0.078
71,Senate,8888,46,0,MS,100,0,1,"STEPHENS, Hubert Durrett",S000857,1875.0,1946.0,-0.558,-0.04,-88.15444,0.712,259,45,,-0.455,-0.224
71,Senate,4207,34,0,MO,100,0,1,"HAWES, Harry Bartow",H000362,1869.0,1947.0,-0.279,-0.409,-121.08608,0.659,290,55,,-0.235,-0.218
71,Senate,7252,34,0,MO,200,0,1,"PATTERSON, Roscoe Conkling",P000127,1876.0,1954.0,0.505,0.045,-82.26052,0.79,349,33,,0.515,0.046
71,Senate,9788,64,0,MT,100,0,1,"WALSH, Thomas James",W000104,1859.0,1933.0,-0.267,0.13,-133.28495,0.718,402,64,,-0.093,0.513
71,Senate,9984,64,0,MT,100,0,1,"WHEELER, Burton Kendall",W000330,1882.0,1975.0,0.065,0.998,-79.42745,0.783,325,42,,-0.035,0.852
71,Senate,4654,35,0,NE,200,0,1,"HOWELL, Robert Beecher",H000868,1864.0,1933.0,0.228,0.956,-116.90583,0.74,389,49,,0.23,0.939
71,Senate,6960,35,0,NE,200,0,1,"NORRIS, George William",N000139,1861.0,1944.0,0.134,0.991,-106.39264,0.769,405,47,,0.006,1.0
71,Senate,7023,65,0,NV,200,0,1,"ODDIE, Tasker Lowndes",O000035,1870.0,1950.0,0.522,0.215,-91.45877,0.801,413,28,,0.622,0.213
71,Senate,7473,65,0,NV,100,0,1,"PITTMAN, Key",P000372,1872.0,1940.0,-0.269,-0.028,-139.49288,0.55,233,72,,0.008,0.281
71,Senate,5227,4,0,NH,200,0,1,"KEYES, Henry Wilder",K000161,1863.0,1938.0,0.389,-0.435,-78.24762,0.8,351,40,,0.347,-0.432
71,Senate,6750,4,0,NH,200,0,1,"MOSES, George Higgins",M001028,1869.0,1944.0,0.709,-0.46,-101.24741,0.723,312,45,,0.47,-0.613
71,Senate,355,12,0,NJ,200,2,5,"BAIRD, David, Jr.",B000053,1881.0,1955.0,0.647,-0.376,-31.09247,0.833,170,12,,0.607,-0.329
71,Senate,2844,12,0,NJ,200,1,1,"EDGE, Walter Evans",E000044,1873.0,1956.0,0.445,-0.691,-10.26645,0.882,82,2,,0.481,-0.876
71,Senate,5106,12,0,NJ,200,0,1,"KEAN, Hamilton Fish",K000026,1862.0,1941.0,0.396,-0.514,-65.54995,0.837,369,28,,0.481,-0.439
71,Senate,6727,12,0,NJ,200,3,2,"MORROW, Dwight Whitney",M001002,1873.0,1931.0,0.19,-0.585,-13.26675,0.789,56,6,,0.165,-0.681
71,Senate,982,66,0,NM,100,0,1,"BRATTON, Sam Gilbert",B000774,1888.0,1963.0,-0.168,0.261,-117.40975,0.702,332,63,,-0.046,0.464
71,Senate,2289,66,0,NM,200,0,1,"CUTTING, Bronson Murray",C001028,1888.0,1935.0,0.227,0.833,-129.47147,0.692,352,54,,0.237,0.918
71,Senate,2062,13,0,NY,100,0,1,"COPELAND, Royal Samuel",C000769,1868.0,1938.0,-0.028,0.029,-241.55989,0.527,377,123,,-0.181,-0.339
71,Senate,9713,13,0,NY,100,0,1,"WAGNER, Robert Ferdinand",W000021,1877.0,1953.0,-0.458,-0.482,-168.2854,0.614,345,90,,-0.286,-0.439
71,Senate,6719,47,0,NC,100,2,5,"MORRISON, Cameron A.",M000993,1869.0,1953.0,-0.199,0.117,-7.43859,0.841,43,2,,-0.184,0.22
71,Senate,7120,47,0,NC,100,1,1,"OVERMAN, Lee Slater",O000140,1854.0,1930.0,-0.411,-0.38,-68.59076,0.767,259,28,,-0.428,-0.165
71,Senate,8514,47,0,NC,100,0,1,"SIMMONS, Furnifold McLendel",S000415,1854.0,1940.0,-0.388,-0.38,-86.24612,0.768,326,32,,-0.379,-0.102
71,Senate,3347,36,0,ND,200,0,1,"FRAZIER, Lynn Joseph",F000354,1874.0,1947.0,0.221,0.975,-97.7643,0.778,389,35,,0.177,0.984
71,Senate,6991,36,0,ND,200,0,1,"NYE, Gerald Prentice",N000176,1892.0,1971.0,0.246,0.969,-102.28664,0.776,404,38,,0.184,0.983
71,Senate,1224,24,0,OH,100,3,2,"BULKLEY, Robert Johns",B001045,1880.0,1965.0,-0.242,-0.284,-29.02661,0.611,59,13,,-0.115,0.031
71,Senate,1322,24,0,OH,200,1,2,"BURTON, Theodore Elijah",B001159,1851.0,1929.0,0.417,0.055,-7.55195,0.835,42,3,,0.432,-0.236
71,Senate,3124,24,0,OH,200,0,1,"FESS, Simeon Davison",F000096,1861.0,1936.0,0.481,-0.029,-90.94718,0.802,412,39,,0.502,-0.104
71,Senate,6203,24,0,OH,200,2,5,"McCULLOCH, Roscoe Conkling",M000392,1880.0,1958.0,0.36,0.204,-74.28475,0.746,253,35,,0.367,0.045
71,Senate,7461,53,0,OK,200,0,1,"PINE, William Bliss",P000360,1877.0,1942.0,0.47,0.577,-154.56468,0.606,309,79,,0.499,0.774
71,Senate,9303,53,0,OK,100,0,1,"THOMAS, John William Elmer",T000177,1876.0,1965.0,-0.16,0.618,-167.93205,0.622,354,73,,-0.077,0.482
71,Senate,6367,72,0,OR,200,0,1,"McNARY, Charles Linza",M000583,1874.0,1944.0,0.276,0.277,-131.19152,0.717,394,51,,0.443,0.355
71,Senate,8880,72,0,OR,200,0,1,"STEIWER, Frederick",S000848,1883.0,1939.0,0.424,0.217,-101.48273,0.776,400,46,,0.486,0.281
71,Senate,2391,14,0,PA,200,2,3,"DAVIS, James John",D000111,1873.0,1947.0,0.229,0.1,-6.96948,0.862,47,3,,0.335,0.048
71,Senate,3866,14,0,PA,200,1,5,"GRUNDY, Joseph Ridgway",G000510,1863.0,1961.0,0.662,-0.574,-13.37067,0.923,168,5,,0.645,-0.555
71,Senate,7782,14,0,PA,200,0,1,"REED, David Aiken",R000114,1880.0,1953.0,0.478,-0.81,-51.43664,0.777,204,19,,0.397,-0.893
71,Senate,4274,5,0,RI,200,0,1,"HÉBERT, Felix",H000436,1874.0,1969.0,0.466,-0.885,-54.06975,0.87,388,27,,0.479,-0.719
71,Senate,6441,5,0,RI,200,0,1,"METCALF, Jesse Houghton",M000670,1860.0,1942.0,0.342,-0.94,-73.83496,0.82,371,34,,0.256,-0.843
71,Senate,791,48,0,SC,100,0,1,"BLEASE, Coleman Livingston",B000553,1868.0,1942.0,-0.934,-0.357,-93.65825,0.719,284,36,,-0.957,-0.086
71,Senate,8613,48,0,SC,100,0,1,"SMITH, Ellison DuRant",S000530,1864.0,1944.0,-0.298,-0.137,-78.62119,0.725,245,30,,-0.531,-0.083
71,Senate,6349,37,0,SD,200,0,1,"McMASTER, William Henry",M000563,1877.0,1968.0,0.164,0.91,-90.68994,0.765,339,37,,0.081,0.947
71,Senate,6954,37,0,SD,200,0,1,"NORBECK, Peter",N000132,1870.0,1936.0,0.281,0.852,-132.71421,0.683,348,53,,0.196,0.981
71,Senate,1051,54,0,TN,100,2,5,"BROCK, William Emerson",B000850,1872.0,1950.0,-0.472,-0.493,-73.56961,0.74,244,32,,-0.415,-0.372
71,Senate,6293,54,0,TN,100,0,1,"McKELLAR, Kenneth Douglas",M000499,1869.0,1957.0,-0.209,0.312,-131.76607,0.705,377,54,,-0.49,0.027
71,Senate,9548,54,0,TN,100,1,1,"TYSON, Lawrence Davis",T000456,1861.0,1929.0,-0.373,-0.227,-12.80993,0.686,34,5,,-0.648,0.096
71,Senate,1986,49,0,TX,100,0,1,"CONNALLY, Thomas Terry (Tom)",C000684,1877.0,1963.0,-0.195,0.581,-110.69029,0.748,381,58,,-0.257,0.4
71,Senate,8446,49,0,TX,100,0,1,"SHEPPARD, Morris",S000337,1875.0,1941.0,-0.355,0.176,-149.20775,0.701,420,72,,-0.178,0.401
71,Senate,5274,67,0,UT,100,0,1,"KING, William Henry",K000216,1863.0,1949.0,-0.224,-0.165,-114.8148,0.438,139,53,,-0.62,-0.785
71,Senate,8713,67,0,UT,200,0,1,"SMOOT, Reed",S000644,1862.0,1941.0,0.514,-0.212,-77.517,0.792,333,38,,0.414,-0.297
71,Senate,2302,6,0,VT,200,0,1,"DALE, Porter Hinman",D000009,1867.0,1933.0,0.431,0.048,-135.56138,0.638,302,60,,0.307,-0.142
71,Senate,3789,6,0,VT,200,1,1,"GREENE, Frank Lester",G000425,1870.0,1930.0,0.543,-0.334,-87.15007,0.755,310,43,,0.382,-0.544
71,Senate,7223,6,0,VT,200,2,5,"PARTRIDGE, Frank Charles",P000091,1861.0,1943.0,0.565,0.311,-6.40734,0.837,36,1,,0.557,0.238
71,Senate,3625,40,0,VA,100,0,1,"GLASS, Carter",G000232,1858.0,1946.0,-0.304,-0.349,-110.61257,0.712,325,37,,-0.452,-0.236
71,Senate,9106,40,0,VA,100,0,1,"SWANSON, Claude Augustus",S001094,1862.0,1939.0,-0.38,-0.36,-93.5195,0.775,367,29,,-0.401,-0.147
71,Senate,2595,73,0,WA,100,0,1,"DILL, Clarence Cleveland",D000345,1884.0,1978.0,-0.022,0.635,-176.06027,0.621,370,79,,0.012,0.55
71,Senate,5065,73,0,WA,200,0,1,"JONES, Wesley Livsey",J000257,1863.0,1932.0,0.319,0.391,-161.71309,0.677,414,62,,0.345,0.365
71,Senate,3645,56,0,WV,200,0,1,"GOFF, Guy Despard",G000254,1866.0,1933.0,0.449,-0.319,-64.56088,0.837,362,29,,0.538,-0.218
71,Senate,4190,56,0,WV,200,0,1,"HATFIELD, Henry Drury",H000342,1875.0,1962.0,0.513,0.275,-143.21808,0.708,414,65,,0.451,0.189
71,Senate,761,25,0,WI,200,0,1,"BLAINE, John James",B000520,1875.0,1934.0,0.022,1.0,-115.32118,0.756,412,58,,-0.073,0.997
71,Senate,5402,25,0,WI,200,0,1,"LA FOLLETTE, Robert Marion, Jr.",L000005,1895.0,1953.0,0.048,0.95,-130.69302,0.733,420,69,,-0.011,0.893
71,Senate,1503,68,0,WY,200,3,3,"CAREY, Robert Davis",C000146,1878.0,1937.0,0.418,0.025,-9.32367,0.83,50,3,,0.351,-0.147
71,Senate,5172,68,0,WY,100,0,1,"KENDRICK, John Benjamin",K000098,1857.0,1933.0,-0.034,-0.055,-195.96289,0.55,328,110,,0.197,0.256
71,Senate,9074,68,0,WY,200,2,5,"SULLIVAN, Patrick Joseph",S001060,1865.0,1935.0,0.733,-0.082,-44.69284,0.82,225,19,,0.722,0.01
71,Senate,9842,68,0,WY,200,1,1,"WARREN, Francis Emroy",W000164,1844.0,1929.0,0.48,-0.29,-11.95216,0.847,72,5,,0.647,-0.763
